0,1
3.1595,2.70805
3.2572,2.70805
3.257356,2.70805
3.257356,2.70805
3.695676,2.70805
4.379203,3.257356
4.379768,3.257356
4.761251,3.976844
4.761251,3.976844
5.037604,4.523101
5.618322,5.149794
5.69709,5.470301
6.400625,5.899639
6.490788,6.240812
7.386377,6.890195
7.582651,7.494252
8.421734,8.096524
9.327935,8.568047
