,year,capacity,diameter,revenues,q,p,Md,M,Q0,s_j,s_jd,s_0,cpi98,p98,p98in000,capaMB,lncapaMB,lnsjs0,lnsjd,_3inch,diameter_capacity,FirstYearOfDiameterCapacity,NofYearsInMktOfDiameterCapacity,year_diameter,FrontierCapacityOfDiameter,NofFirmsInDiameterCapacity,NofProductsInDiameter,NofFirmsInDiameter,FirstYearOfDiameter,NofYearsInMktOfDiameter
144,1996,9.0,3.5,4257.300048828125,14269.2998046875,0.29835382,83678.00081634521,88324.00074315071,1041.0,0.16155632,0.1705263,0.011786151,0.9625767,0.3099533,0.0003099533,2500.0,7.824046,2.6179287,-1.7688658,1.0,3.5_9,1993,4.0,1996_3.5,11,11.0,43.0,12.0,1983.0,14.0
145,1996,9.0,5.25,337.5,1708.199951171875,0.1975764,4645.999926805496,88324.00074315071,1041.0,0.019340156,0.3676711,0.011786151,0.9625767,0.20525783,0.00020525783,2500.0,7.824046,0.49525836,-1.0005665,0.0,5.25_9,1991,6.0,1996_5.25,12,2.0,15.0,7.0,1979.0,18.0
146,1996,13.0,5.25,19.0,10.0,1.9,4645.999926805496,88324.00074315071,1041.0,0.00011321951,0.0021523891,0.011786151,0.9625767,1.9738687,0.0019738688,30000.0,10.308952,-4.645352,-6.1411767,0.0,5.25_13,1996,1.0,1996_5.25,12,1.0,15.0,7.0,1979.0,18.0
147,1996,6.0,5.25,3.6999999284744263,2.9000000953674316,1.275862,4645.999926805496,88324.00074315071,1041.0,3.2833657e-05,0.0006241929,0.011786151,0.9625767,1.3254653,0.0013254653,400.0,5.9914646,-5.8832264,-7.379051,0.0,5.25_6,1985,12.0,1996_5.25,12,3.0,15.0,7.0,1979.0,18.0
148,1996,8.0,5.25,383.1999969482422,2524.0999755859375,0.15181649,4645.999926805496,88324.00074315071,1041.0,0.028577736,0.54328454,0.011786151,0.9625767,0.15771885,0.00015771885,1500.0,7.3132205,0.8857028,-0.6101221,0.0,5.25_8,1989,8.0,1996_5.25,12,3.0,15.0,7.0,1979.0,18.0
149,1996,10.0,5.25,0.7000000178813934,3.5,0.2,4645.999926805496,88324.00074315071,1041.0,3.962683e-05,0.00075333624,0.011786151,0.9625767,0.20777565,0.00020777565,4000.0,8.294049,-5.695174,-7.190999,0.0,5.25_10,1993,4.0,1996_5.25,12,2.0,15.0,7.0,1979.0,18.0
150,1996,11.0,5.25,427.39998626708984,315.0,1.3568254,4645.999926805496,88324.00074315071,1041.0,0.0035664146,0.06780026,0.011786151,0.9625767,1.4095764,0.0014095764,7500.0,8.922658,-1.1953644,-2.6911893,0.0,5.25_11,1995,2.0,1996_5.25,12,3.0,15.0,7.0,1979.0,18.0
151,1996,7.0,5.25,2.5999999046325684,1.2999999523162842,2.0,4645.999926805496,88324.00074315071,1041.0,1.4718536e-05,0.00027981057,0.011786151,0.9625767,2.0777566,0.0020777567,750.0,6.6200733,-6.6855726,-8.181397,0.0,5.25_7,1987,10.0,1996_5.25,12,1.0,15.0,7.0,1979.0,18.0
152,1997,10.0,3.5,6499.0001220703125,24304.80078125,0.26739573,104578.70013427734,110206.70013314486,1239.1999988555908,0.22053832,0.2324068,0.011244325,0.9846626,0.27156076,0.00027156077,4000.0,8.294049,2.976208,-1.4592661,1.0,3.5_10,1994,4.0,1997_3.5,12,10.0,41.0,12.0,1983.0,15.0
153,1997,8.0,3.5,4424.2000732421875,32155.0,0.1375898,104578.70013427734,110206.70013314486,1239.1999988555908,0.29176992,0.30747178,0.011244325,0.9846626,0.13973294,0.00013973295,1500.0,7.3132205,3.256102,-1.179372,1.0,3.5_8,1991,7.0,1997_3.5,12,6.0,41.0,12.0,1983.0,15.0
154,1997,7.0,3.5,60.400001525878906,538.7999877929688,0.112100974,104578.70013427734,110206.70013314486,1239.1999988555908,0.0048889946,0.0051521007,0.011244325,0.9846626,0.11384709,0.00011384709,750.0,6.6200733,-0.83287686,-5.2683506,1.0,3.5_7,1990,8.0,1997_3.5,12,1.0,41.0,12.0,1983.0,15.0
155,1997,9.0,3.5,6969.500244140625,40284.69921875,0.17300613,104578.70013427734,110206.70013314486,1239.1999988555908,0.36553767,0.3852094,0.011244325,0.9846626,0.17570093,0.00017570093,2500.0,7.824046,3.4815059,-0.95396817,1.0,3.5_9,1993,5.0,1997_3.5,12,9.0,41.0,12.0,1983.0,15.0
156,1997,11.0,3.5,3390.2000732421875,5918.900146484375,0.57277536,104578.70013427734,110206.70013314486,1239.1999988555908,0.05370726,0.056597568,0.011244325,0.9846626,0.5816971,0.0005816971,7500.0,8.922658,1.5636847,-2.8717892,1.0,3.5_11,1995,3.0,1997_3.5,12,9.0,41.0,12.0,1983.0,15.0
157,1997,12.0,3.5,214.5,192.5,1.1142857,104578.70013427734,110206.70013314486,1239.1999988555908,0.0017467177,0.001840719,0.011244325,0.9846626,1.1316422,0.0011316423,15000.0,9.615806,-1.8621252,-6.297599,1.0,3.5_12,1997,1.0,1997_3.5,12,6.0,41.0,12.0,1983.0,15.0
158,1997,9.0,5.25,385.8000030517578,2660.0,0.14503759,5627.999998867512,110206.70013314486,1239.1999988555908,0.024136463,0.47263682,0.011244325,0.9846626,0.14729674,0.00014729674,2500.0,7.824046,0.76386017,-0.74942803,0.0,5.25_9,1991,7.0,1997_5.25,13,2.0,12.0,4.0,1979.0,19.0
159,1997,7.0,5.25,0.5,0.30000001192092896,1.6666666,5627.999998867512,110206.70013314486,1239.1999988555908,2.7221577e-06,5.3304906e-05,0.011244325,0.9846626,1.6926272,0.0016926272,750.0,6.6200733,-8.326194,-9.839482,0.0,5.25_7,1987,11.0,1997_5.25,13,1.0,12.0,4.0,1979.0,19.0
160,1997,8.0,5.25,38.39999961853027,258.5,0.14854932,5627.999998867512,110206.70013314486,1239.1999988555908,0.0023455925,0.04593106,0.011244325,0.9846626,0.15086317,0.00015086317,1500.0,7.3132205,-1.5673255,-3.0806136,0.0,5.25_8,1989,9.0,1997_5.25,13,1.0,12.0,4.0,1979.0,19.0
161,1997,10.0,5.25,317.7999954223633,1800.0,0.17655556,5627.999998867512,110206.70013314486,1239.1999988555908,0.016332945,0.31982943,0.011244325,0.9846626,0.17930564,0.00017930564,4000.0,8.294049,0.37332067,-1.1399674,0.0,5.25_10,1993,5.0,1997_5.25,13,2.0,12.0,4.0,1979.0,19.0
162,1997,13.0,5.25,228.00000381469727,155.0,1.4709678,5627.999998867512,110206.70013314486,1239.1999988555908,0.0014064481,0.027540866,0.011244325,0.9846626,1.49388,0.0014938801,30000.0,10.308952,-2.0787961,-3.5920844,0.0,5.25_13,1996,2.0,1997_5.25,13,1.0,12.0,4.0,1979.0,19.0
163,1997,11.0,5.25,226.0999984741211,699.0,0.3234621,5627.999998867512,110206.70013314486,1239.1999988555908,0.006342627,0.124200426,0.011244325,0.9846626,0.32850045,0.00032850046,7500.0,8.922658,-0.5725705,-2.0858586,0.0,5.25_11,1995,3.0,1997_5.25,13,3.0,12.0,4.0,1979.0,19.0
164,1998,12.0,3.5,2079.3999633789062,5159.7999267578125,0.40300012,116812.80090332031,120885.90090322495,1267.69997549057,0.042683225,0.044171527,0.010486748,1.0,0.40300012,0.00040300013,15000.0,9.615806,1.4036937,-3.119675,1.0,3.5_12,1997,2.0,1998_3.5,13,8.0,40.0,10.0,1983.0,16.0
165,1998,13.0,3.5,43.19999837875366,40.0,1.0799999,116812.80090332031,120885.90090322495,1267.69997549057,0.00033089053,0.00034242822,0.010486748,1.0,1.0799999,0.00108,30000.0,10.308952,-3.45608,-7.9794483,1.0,3.5_13,1998,1.0,1998_3.5,13,8.0,40.0,10.0,1983.0,16.0
166,1998,10.0,3.5,8437.0,57814.201171875,0.145933,116812.80090332031,120885.90090322495,1267.69997549057,0.4782543,0.49493036,0.010486748,1.0,0.145933,0.00014593301,4000.0,8.294049,3.8200302,-0.7033382,1.0,3.5_10,1994,5.0,1998_3.5,13,9.0,40.0,10.0,1983.0,16.0
167,1998,9.0,3.5,2575.7000732421875,22244.900390625,0.11578834,116812.80090332031,120885.90090322495,1267.69997549057,0.18401568,0.19043204,0.010486748,1.0,0.11578834,0.00011578834,2500.0,7.824046,2.8649087,-1.6584599,1.0,3.5_9,1993,6.0,1998_3.5,13,3.0,40.0,10.0,1983.0,16.0
168,1998,11.0,3.5,6134.7998046875,29123.8994140625,0.21064486,116812.80090332031,120885.90090322495,1267.69997549057,0.24092056,0.24932113,0.010486748,1.0,0.21064486,0.00021064485,7500.0,8.922658,3.1343548,-1.3890135,1.0,3.5_11,1995,4.0,1998_3.5,13,9.0,40.0,10.0,1983.0,16.0
169,1998,8.0,3.5,121.5999984741211,1165.4000244140625,0.10434185,116812.80090332031,120885.90090322495,1267.69997549057,0.009640496,0.009976647,0.010486748,1.0,0.10434185,0.00010434185,1500.0,7.3132205,-0.08413979,-4.607508,1.0,3.5_8,1991,8.0,1998_3.5,13,2.0,40.0,10.0,1983.0,16.0
170,1998,12.0,5.25,72.5,360.0,0.2013889,4073.0999999046326,120885.90090322495,1267.69997549057,0.0029780148,0.08838477,0.010486748,1.0,0.2013889,0.0002013889,15000.0,9.615806,-1.2588555,-2.4260557,0.0,5.25_12,1996,3.0,1998_5.25,14,1.0,4.0,2.0,1979.0,20.0
171,1998,14.0,5.25,159.09999656677246,109.5,1.452968,4073.0999999046326,120885.90090322495,1267.69997549057,0.00090581283,0.0268837,0.010486748,1.0,1.452968,0.001452968,60000.0,11.0021,-2.449035,-3.616235,0.0,5.25_14,1998,1.0,1998_5.25,14,0.0,4.0,2.0,1979.0,20.0
172,1998,13.0,5.25,16.49999976158142,12.5,1.3199999,4073.0999999046326,120885.90090322495,1267.69997549057,0.00010340329,0.0030689156,0.010486748,1.0,1.3199999,0.0013199999,30000.0,10.308952,-4.6192307,-5.786431,0.0,5.25_13,1996,3.0,1998_5.25,14,0.0,4.0,2.0,1979.0,20.0
173,1998,9.0,5.25,11.599999904632568,112.0,0.10357143,4073.0999999046326,120885.90090322495,1267.69997549057,0.0009264935,0.027497483,0.010486748,1.0,0.10357143,0.00010357143,2500.0,7.824046,-2.4264607,-3.5936608,0.0,5.25_9,1991,8.0,1998_5.25,14,0.0,4.0,2.0,1979.0,20.0
174,1998,11.0,5.25,302.6999969482422,1954.0,0.154913,4073.0999999046326,120885.90090322495,1267.69997549057,0.016164003,0.47973287,0.010486748,1.0,0.154913,0.000154913,7500.0,8.922658,0.43267435,-0.73452586,0.0,5.25_11,1995,4.0,1998_5.25,14,2.0,4.0,2.0,1979.0,20.0
175,1998,10.0,5.25,174.29999542236328,1522.0,0.11452036,4073.0999999046326,120885.90090322495,1267.69997549057,0.012590385,0.37367117,0.010486748,1.0,0.11452036,0.000114520364,4000.0,8.294049,0.18282107,-0.98437905,0.0,5.25_10,1993,6.0,1998_5.25,14,1.0,4.0,2.0,1979.0,20.0
